[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[0.6427879333496094, 0.0, 0.7660447359085083, 0.0], [0.0, 1.0000001192092896, 0.0, 0.0], [-0.7660452127456665, 0.0, 0.6427884697914124, 0.0], [-51305.1171875, -581.0515747070312, -49008.27734375, 0.0]]
[[0.6427879333496094, 0.0, 0.7660447359085083, 0.0], [0.0, 1.0000001192092896, 0.0, 0.0], [-0.7660452127456665, 0.0, 0.6427884697914124, 0.0], [-51455.0546875, -530.1979370117188, -48236.16796875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4423.4970703125, -264.2892150878906, 19350.1875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4422.41064453125, -310.71905517578125, 21794.333984375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4428.19482421875, -264.2576599121094, 19150.69921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4426.271484375, -294.17913818359375, 21595.80859375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5169.22998046875, -799.9121704101562, 23897.4375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [8823.1611328125, -702.0419311523438, 22539.48828125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6916.12060546875, -721.44677734375, 19360.802734375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5301.68115234375, -598.6185302734375, 20475.4609375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7622.537109375, -343.4612121582031, 20052.8671875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7567.7080078125, -347.2365417480469, 18966.90625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6565.6591796875, -250.42247009277344, 17577.9296875, 0.0]]
[[0.9271878600120544, 0.0, -0.3746081292629242, 0.0], [0.0, 0.9999993443489075, 0.0, 0.0], [0.3746081292629242, 0.0, 0.9271878600120544, 0.0], [5522.61474609375, -288.46978759765625, 18037.552734375, 0.0]]
[[0.9902701377868652, 0.0, -0.13917337357997894, 0.0], [0.0, 0.9999991655349731, 0.0, 0.0], [0.13917337357997894, 0.0, 0.9902701377868652, 0.0], [5314.7333984375, -803.9237060546875, 23931.03125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4459.4970703125, -264.2892150878906, 19386.1875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [8809.37109375, -662.9708862304688, 22325.93359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7101.4912109375, -545.5365600585938, 19372.59375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5307.6943359375, -581.2066650390625, 20368.47265625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6408.3564453125, -531.3497924804688, 22643.271484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7610.5654296875, -329.731201171875, 20149.853515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7631.99072265625, -328.4273681640625, 18455.822265625, 0.0]]
[[-0.34202155470848083, 0.0, -0.9396965503692627, 0.0], [0.0, 0.9999991655349731, 0.0, 0.0], [0.9396965503692627, 0.0, -0.34202155470848083, 0.0], [5661.072265625, -281.2192077636719, 18019.306640625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4400.4833984375, -263.880615234375, 19028.03515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4410.1201171875, -251.3936004638672, 19411.560546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6390.01220703125, -793.064208984375, 23812.26953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7623.369140625, -300.0326843261719, 19465.25, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5469.7060546875, -539.658935546875, 21636.72265625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [8950.080078125, -683.3519897460938, 22458.677734375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7112.826171875, -277.3937683105469, 17232.107421875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4332.47509765625, -325.7003479003906, 21861.451171875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6943.8828125, -723.3228759765625, 19339.796875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50603.65625, -581.0687866210938, -49388.39453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50276.28515625, -581.0731811523438, -50115.00390625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-49942.3828125, -580.9148559570312, -49756.0078125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-50936.33984375, -581.0712280273438, -49556.23046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-51038.296875, -581.067626953125, -49943.8046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5806.78955078125, -213.19712829589844, 4924.25732421875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4285.31982421875, -210.79954528808594, 5013.681640625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4597.77099609375, 140.33596801757812, 5649.92529296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4596.1689453125, 394.44000244140625, 5649.71044921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4595.48095703125, 62.404293060302734, 5649.55029296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6624.30908203125, 272.37066650390625, 5351.423828125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6504.140625, -234.8228302001953, 4499.373046875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6090.18017578125, 260.21099853515625, 4831.89794921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6877.380859375, -200.94395446777344, 5331.865234375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6948.0986328125, -200.94395446777344, 5338.09912109375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7013.44580078125, -200.94395446777344, 5340.70458984375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4597.23388671875, 222.37530517578125, 5650.001953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4597.6435546875, 309.8037414550781, 5649.9892578125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5642.009765625, 408.26824951171875, 4823.05078125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6572.5986328125, 364.4560241699219, 5354.73388671875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5870.3916015625, 332.4328918457031, 4826.02099609375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6611.83935546875, -43.162174224853516, 6763.2060546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7948.72802734375, -312.5262451171875, 17843.984375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4920.53759765625, -43.162174224853516, 6781.369140625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [8034.001953125, -303.83233642578125, 17651.939453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-11424.9404296875, 1.1571139097213745, 9337.4658203125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [8052.501953125, -292.958984375, 17457.466796875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7978.77294921875, -272.2501525878906, 17271.69921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7859.14111328125, -256.5772399902344, 17145.916015625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7145.86474609375, -861.9319458007812, 23700.142578125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [6928.68505859375, -850.3186645507812, 23683.01171875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [7354.5361328125, -869.9790649414062, 23724.6796875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5085.70703125, -571.2368774414062, 20343.84765625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5084.96484375, -571.1887817382812, 20173.693359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5499.7958984375, -567.7691040039062, 20743.599609375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5499.3642578125, -570.181396484375, 20917.193359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-11486.869140625, 1.1571139097213745, 9337.978515625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4939.04296875, -14.516264915466309, 5318.68310546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4975.04296875, -14.516264915466309, 5354.68310546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5011.04296875, -14.516264915466309, 5390.68310546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5047.04296875, -14.516264915466309, 5426.68310546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5083.04296875, -14.516264915466309, 5462.68310546875, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [-53947.9609375, -126.85166931152344, -46019.44921875, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [-53923.95703125, -126.851806640625, -46234.67578125, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [3905.7265625, -36.96686553955078, 6898.48974609375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [4015.946533203125, -42.612369537353516, 6905.4130859375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [3637.791259765625, -42.61243438720703, 6773.69189453125, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [3869.775390625, -43.10490798950195, 6220.62255859375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [5310.44677734375, 262.9906921386719, 4060.36572265625, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [5064.525390625, 262.9909973144531, 4062.1005859375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [5263.97509765625, 262.99090576171875, 4047.560546875, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6899.98828125, 262.56573486328125, 4242.9404296875, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6846.18505859375, 262.5612487792969, 4186.30224609375, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6847.08056640625, 262.6587829589844, 4874.7373046875, 0.0]]
[[-0.12186958640813828, 0.0, 0.9925482273101807, 0.0], [0.0, 0.9999970197677612, 0.0, 0.0], [-0.9925477504730225, 0.0, -0.1218695417046547, 0.0], [6825.3134765625, 262.6709289550781, 4948.64453125, 0.0]]
